,usernames,tweets,date_and_time,responders,tweet_replies,Responder_time_responder,tweets_norm,tweet_replies_norm
53,dedyriyadi,"Doa Malam : Gelisahkan aku sebelum dan selama tidur untuk mengingat mereka yang masih percaya ""Tuhan tidak pernah tidur.""",9/29/19 12:44,manifesaksara,Amin.,9/29/19 12:55,"['doa', 'malam', 'gelisahkan', 'aku', 'sebelum', 'dan', 'selama', 'tidur', 'untuk', 'mengingat', 'mereka', 'yang', 'masih', 'percaya', 'tuhan', 'tidak', 'pernah', 'tidur']",['amin']
54,panjiprstyow,Cari merch bmth susah bener geh. Kalo beli yg keluaran sekarang masa kaos doang 500rb keatas. Bajingan.,9/25/19 9:47,ngaabbbb,Yo sablon dewe toh bos murahmeriah hahaha,9/25/19 10:51,"['cari', 'merch', 'bmth', 'susah', 'benar', 'gih', 'kalo', 'beli', 'yang', 'keluaran', 'sekarang', 'masa', 'kaos', 'doang', '500rb', 'keatas', 'bajingan']","['yo', 'sablon', 'dewe', 'toh', 'bos', 'murahmeriah', 'hahaha']"
55,TaliUdeng,"Cowo gagah perkasa ketemu cewe.. Co : ML yuk say. Ce : Emang situ kuat brapa lama? Co : 1 jam minimal. Ce : O YAAAAAAA??? Co : yep... 55 mnit ngobrol buat menyelaraskan kemistri, 4 mnit foreplay, maine 1mnitÛ Ce..ngunjukke kathok bablas metu kamar..",9/23/19 10:30,pakgu_ndul,Ternyata ilmunya begtu ya mbah,9/23/19 19:50,"['cowok', 'gagah', 'perkasa', 'ketemu', 'cewek', 'cowok', 'ml', 'yuk', 'sayang', 'ce', 'memang', 'situ', 'kuat', 'brapa', 'lama', 'cowok', '1', 'jam', 'minimal', 'ce', 'o', 'yaaaaaaa', 'cowok', 'yep', '55', 'mnit', 'mengobrol', 'buat', 'menyelaraskan', 'kemistri', '4', 'mnit', 'foreplay', 'maine', '1mnit', 'ce', 'ngunjukke', 'kathok', 'bablas', 'metu', 'kamar']","['ternyata', 'ilmunya', 'begtu', 'ya', 'mbah']"
56,nhslekha,"Di umur segini udah cape mulai hubungan lagi dari awal cape main2 cape hahahihi tanpa tujuan yg jelas karna nemuin orang yg 1 frekuensi dan nyaman itu susah, kalo mau serius ayo jaga komitmen jaga kepercayaan, tapi kalo mau pergi silakan gerbang terbuka lebar ga bakal dihalangin",9/19/19 12:06,manayapriya,sudah moveon?,9/19/19 13:05,"['di', 'umur', 'segini', 'sudah', 'cape', 'mulai', 'hubungan', 'lagi', 'dari', 'awal', 'cape', 'main-main', 'cape', 'hahahihi', 'tanpa', 'tujuan', 'yang', 'jelas', 'karena', 'menemukan', 'orang', 'yang', '1', 'frekuensi', 'dan', 'nyaman', 'itu', 'susah', 'kalo', 'mau', 'serius', 'ayo', 'jaga', 'komitmen', 'jaga', 'kepercayaan', 'tapi', 'kalo', 'mau', 'pergi', 'silakan', 'gerbang', 'terbuka', 'lebar', 'enggak', 'bakal', 'dihalangin']","['sudah', 'moveon']"
57,BukanTahalea,"Gatau kalo dibentak pasti nangis, cengeng banget si jadi orang Mon",9/15/19 11:14,namaulun_,Yg sabar ya,9/15/19 11:23,"['enggak tau', 'kalo', 'dibentak', 'pasti', 'menangis', 'cengeng', 'banget', 'si', 'jadi', 'orang', 'mon']","['yang', 'sabar', 'ya']"
58,cindyvebiola_,"Rareti urusane trimo meneng anteng. Anteng w dikiro ikut campur, padahal aku b aja.",9/13/19 10:32,awankarifin,,9/13/19 15:29,"['rareti', 'urusane', 'trimo', 'meneng', 'anteng', 'anteng', 'gue', 'dikiro', 'ikut', 'campur', 'padahal', 'aku', 'b', 'saja']",['nan']
59,Putriiisw_,Semangatku ada di lockscreen,9/11/19 8:01,rifkashafrila,Nyemelangi,9/8/19 17:02,"['semangatku', 'ada', 'di', 'lockscreen']",['nyemelangi']
60,Khanifulsanjaya,"Kenalan - cerak - tikung uwong. Kenalan - cerak - tikung uwong. Kenalan - cerak - tikung uwong. Ngono ngono terus, asu asu",9/9/19 10:32,fendy82304669,asu jee mas,9/10/19 11:48,"['kenalan', 'cerak', 'tikung', 'uwong', 'kenalan', 'cerak', 'tikung', 'uwong', 'kenalan', 'cerak', 'tikung', 'uwong', 'ngono', 'ngono', 'terus', 'asu', 'asu']","['asu', 'jee', 'mas']"
61,PanggilAjaDan,Kurela pergi pagi pulang pagi hanya untuk menyeruput kopiiiii ......,9/7/19 10:12,dindingrahim,Masukkkk,9/7/19 23:01,"['kurela', 'pergi', 'pagi', 'pulang', 'pagi', 'hanya', 'untuk', 'menyeruput', 'kopiiiii']",['masukkkk']
62,dikshin_,"BU-CIN itu enak kok, asalkan dengan orang yang tepat. Nek ra tepat , salah satu merasa tersakiti, cidro ,ambyar kui jenenge BU-YAR",9/5/19 10:23,Rizkyeks,@rieszalbinagtg   DENGER,9/5/19 11:15,"['bu', 'cin', 'itu', 'enak', 'kok', 'asalkan', 'dengan', 'orang', 'yang', 'tepat', 'nek', 'ra', 'tepat', 'salah', 'satu', 'merasa', 'tersakiti', 'cidro', 'ambyar', 'kui', 'jenenge', 'bu', 'yar']",['dengar']
63,ajihola,jangan pernah memandang orang sebelah mata ,9/3/19 10:05,lagibocen,gak usah pake mata sekalian,8/31/19 17:28,"['jangan', 'pernah', 'memandang', 'orang', 'sebelah', 'mata']","['enggak', 'usah', 'pakai', 'mata', 'sekalian']"
64,fistarossa,Keluhanku seputar ra ndedet. Hessss ra berkembang,9/1/19 11:16,izaladik,"Ra nde yang, Dewe,wani",9/1/19 14:12,"['keluhanku', 'seputar', 'ra', 'ndedet', 'hessss', 'ra', 'berkembang']","['ra', 'nde', 'yang', 'dewe', 'wani']"
65,RyzkaSihite,"Udah coba ikut unjuk rasa,Eh dia nya ga punya rasa...",9/27/19 7:17,JinggaGustiawan,Semoga perasaan kita baik-baik saja.,9/27/19 8:31,"['sudah', 'coba', 'ikut', 'unjuk', 'rasa', 'eh', 'dia', 'nya', 'enggak', 'punya', 'rasa']","['semoga', 'perasaan', 'kita', 'baik', 'baik', 'saja']"
66,JogjaUpdate,tukang sayur lagi ngeslah tossanya,9/29/19 12:31,sambeltomatijo,Awoakwoakwokao omahmu cerak pasar yo min?:v,9/29/19 12:37,"['tukang', 'sayur', 'lagi', 'ngeslah', 'tossanya']","['awoakwoakwokao', 'omahmu', 'cerak', 'pasar', 'yo', 'min', 'v']"
67,deniasdh,"RUU yang disusun bareng"" aja ngawur, apalagi omongan orang per orangnya, makin ambyar..",9/25/19 8:27,azkafazaps,Rapat paripurna aja kosong mba ,9/25/19 10:51,"['ruu', 'yang', 'disusun', 'bareng', 'saja', 'ngawur', 'apalagi', 'omongan', 'orang', 'per', 'orangnya', 'makin', 'ambyar']","['rapat', 'paripurna', 'saja', 'kosong', 'mbak']"
68,gregoriussap,"Paling seneng liat orang pacaran trus denger kata ""aku tunggu ceritamu besok"". Adem, saling mendengarkan, saling bertukar cerita, penuh makna. Lanjutkan!",9/23/19 11:19,Ramadhaaanisss,Sayangnya belum pacaran ini:',9/23/19 19:50,"['paling', 'senang', 'lihat', 'orang', 'pacaran', 'terus', 'dengar', 'kata', 'aku', 'tunggu', 'ceritamu', 'besok', 'adem', 'saling', 'mendengarkan', 'saling', 'bertukar', 'cerita', 'penuh', 'makna', 'lanjutkan']","['sayangnya', 'belum', 'pacaran', 'ini']"
69,kelvinrahmadan,"Setelah ditugasin baca bab demokrasi permusyawaratannya ""negara paripurna"" makin bingung mana yg menjadi model demokrasi di negaraku saat ini. Liberal ato deliberatif kah? Ato percampuran di antara keduanya. Sepertinya kita memang senang dengan segala sesuatu yang samar"".",9/19/19 10:53,berharapsedih,Demokrasi duit,9/19/19 11:14,"['setelah', 'ditugasin', 'baca', 'bab', 'demokrasi', 'permusyawaratannya', 'negara', 'paripurna', 'makin', 'bingung', 'mana', 'yang', 'menjadi', 'model', 'demokrasi', 'di', 'negaraku', 'saat', 'ini', 'liberal', 'atau', 'deliberatif', 'kah', 'atau', 'percampuran', 'di', 'antara', 'keduanya', 'sepertinya', 'kita', 'memang', 'senang', 'dengan', 'segala', 'sesuatu', 'yang', 'samar']","['demokrasi', 'duit']"
70,MansyurMaturidi,"Kecewa, abis liat trailer The Santri.  Huftty",9/15/19 10:37,sudahmalem,Yang bikin mba LZ bukan sur?,9/15/19 11:23,"['kecewa', 'habis', 'lihat', 'trailer', 'the', 'santri', 'huftty']","['yang', 'bikin', 'mbak', 'lz', 'bukan', 'sur']"
71,nafiaaa__,anjir liat temen jalan sama kating padahal yo nduwe yang dan itu sering terjadi,9/13/19 8:50,Putriiisw_,La bebas to duhh,9/13/19 15:29,"['anjir', 'lihat', 'teman', 'jalan', 'sama', 'kating', 'padahal', 'yo', 'nduwe', 'yang', 'dan', 'itu', 'sering', 'terjadi']","['lah', 'bebas', 'tapi', 'duh']"
72,JogjaUpdate,"banyak pengendara yang mengabaikan bahwa ada blindspot di setiap kendaraan ... tidak hanya truck atau kendaraan besar, mobil kecil bahkan sepeda motorpun ada blindspotnya ...",9/11/19 7:50,JogjaUpdate,himbauan memperhatikan blindspot ini terutama ditujukan kepada pengendara sepeda motor yang sering tidak sabar antri dalam kemacetan dan berusaha melewati celah celah di antara mobil untuk mendapatkan posisi terdepan.,9/11/19 8:26,"['banyak', 'pengendara', 'yang', 'mengabaikan', 'bahwa', 'ada', 'blindspot', 'di', 'setiap', 'kendaraan', 'tidak', 'hanya', 'truck', 'atau', 'kendaraan', 'besar', 'mobil', 'kecil', 'bahkan', 'sepeda', 'motorpun', 'ada', 'blindspotnya']","['himbauan', 'memperhatikan', 'blindspot', 'ini', 'terutama', 'ditujukan', 'kepada', 'pengendara', 'sepeda', 'motor', 'yang', 'sering', 'tidak', 'sabar', 'antri', 'dalam', 'kemacetan', 'dan', 'berusaha', 'melewati', 'celah', 'celah', 'di', 'antara', 'mobil', 'untuk', 'mendapatkan', 'posisi', 'terdepan']"
73,oobinnn,"Apa akunya yg berlebihan smpe pada akhirnya org yg deket ama aku sampe ngejauh, apa emang aku gak dikasih kesempatan buat deket sama orang, apa aku harus menutup diri aja? Apa memang aku gak cocok, susah kalo udah kayak gini, apa"" jadi males banget sekarang... Maaf aku ngeluh",9/9/19 16:45,sukaorek,Sabar yaaaa,9/10/19 11:48,"['apa', 'akunya', 'yang', 'berlebihan', 'sampai', 'pada', 'akhirnya', 'orang', 'yang', 'dekat', 'sama', 'aku', 'sampai', 'ngejauh', 'apa', 'memang', 'aku', 'enggak', 'dikasih', 'kesempatan', 'buat', 'dekat', 'sama', 'orang', 'apa', 'aku', 'harus', 'menutup', 'diri', 'saja', 'apa', 'memang', 'aku', 'enggak', 'cocok', 'susah', 'kalo', 'sudah', 'kayak', 'begini', 'apa', 'jadi', 'malas', 'banget', 'sekarang', 'maaf', 'aku', 'ngeluh']","['sabar', 'ya']"
74,Andreas_Ast,Anak anak juga gak bakal ngrokok cuma  karena tulisan rokok dikaos kok,9/7/19 9:02,FCTCuntukID,"Silahkan baca jurnal dan best practice yang sudah banyak di diskusikan dimanapun, google juga bisa. Bahwa jelas ada pengaruh iklan promosi sponsor rokok terhadap perilaku merokok terutama mempengaruhi seseorang untuk men-denormalisasi produk berbahaya ini.",9/7/19 23:01,"['anak', 'anak', 'juga', 'enggak', 'bakal', 'ngrokok', 'cuma', 'karena', 'tulisan', 'rokok', 'dikaos', 'kok']","['silakan', 'baca', 'jurnal', 'dan', 'best', 'practice', 'yang', 'sudah', 'banyak', 'di', 'diskusikan', 'dimanapun', 'google', 'juga', 'bisa', 'bahwa', 'jelas', 'ada', 'pengaruh', 'iklan', 'promosi', 'sponsor', 'rokok', 'terhadap', 'perilaku', 'merokok', 'terutama', 'mempengaruhi', 'seseorang', 'untuk', 'men', 'denormalisasi', 'produk', 'berbahaya', 'ini']"
75,Andikadodi_,"Kamu nyenengin kalo lagi mabuk, asal jangan muntah, susah.",9/5/19 12:36,hasnakusumaa,Mmm cecek,9/5/19 11:15,"['kamu', 'menyenangkan', 'kalo', 'lagi', 'mabuk', 'asal', 'jangan', 'muntah', 'susah']","['mmm', 'cecek']"
76,radisna,"Ngga tau capek, pengen sambat aja gitu :))",9/3/19 9:57,briliantooo,"sambat ga dosa, aman",8/31/19 17:28,"['enggak', 'tau', 'capek', 'pengin', 'sambat', 'saja', 'begitu']","['sambat', 'enggak', 'dosa', 'aman']"
77,argajayak,"heii Jogja,bersahabatlah denganku.",9/1/19 10:21,a_luckykh,Homsick an ihh,9/1/19 14:12,"['hai', 'jogja', 'bersahabatlah', 'denganku']","['homsick', 'an', 'ih']"
78,ekaannass,"Sek misuh dilit, asu.",9/27/19 7:14,JuwitoK,Sabar semene iseh too...,9/27/19 7:29,"['sek', 'misuh', 'dilit', 'asu']","['sabar', 'semene', 'iseh', 'too']"
79,echimagdalena,Perihal cinta dalam diam. Hingga akhirnya aku memilih untuk menyerah pada pengabaianmu yang luar biasa. Yaoloh kasian mblo~ ,9/29/19 10:35,tertancappisau,Terlanjur dalam,9/29/19 12:37,"['perihal', 'cinta', 'dalam', 'diam', 'hingga', 'akhirnya', 'aku', 'memilih', 'untuk', 'menyerah', 'pada', 'pengabaianmu', 'yang', 'luar', 'biasa', 'yaallah', 'kasihan', 'jomblo']","['terlanjur', 'dalam']"
80,ivonrush1979,"Dari sinilah intrik mengalir sepanjang lakon,adegan demi adegan selalu disuguhkan dengan plot yang pas dan bersinambungan",9/25/19 7:56,ivonrush1979,"Mampukah gatutkaca menyibak misteri trsbut,trus ada apa dengan murcanya srikandi di ksatrian madukara",9/25/19 7:58,"['dari', 'sinilah', 'intrik', 'mengalir', 'sepanjang', 'lakon', 'adegan', 'demi', 'adegan', 'selalu', 'disuguhkan', 'dengan', 'plot', 'yang', 'pas', 'dan', 'bersinambungan']","['mampukah', 'gatutkaca', 'menyibak', 'misteri', 'trsbut', 'terus', 'ada', 'apa', 'dengan', 'murcanya', 'srikandi', 'di', 'ksatrian', 'madukara']"
81,fahru_addin,jika puan tertatih waktu. ada waktu untuk menunggu. pun puan bisa mendoa. menerjemah kata-kata. menjamah peraduan Tuannya. jika kata sebatas doa maka ijinkan saya bersenandung kata-kata mengiring doa membalut mesra kalimat yang menjelma tubuhmu,9/23/19 11:00,fahru_addin,selamat tinggal yang tertanggal. selamat berkisah yang terkasih. selamat rehat yang tertambat dalam doa dan kata kata menyatu dalam jiwa,9/23/19 11:01,"['jika', 'puan', 'tertatih', 'waktu', 'ada', 'waktu', 'untuk', 'menunggu', 'pun', 'puan', 'bisa', 'mendoa', 'menerjemah', 'kata', 'kata', 'menjamah', 'peraduan', 'tuannya', 'jika', 'kata', 'sebatas', 'doa', 'maka', 'ijinkan', 'saya', 'bersenandung', 'kata', 'kata', 'mengiring', 'doa', 'membalut', 'mesra', 'kalimat', 'yang', 'menjelma', 'tubuhmu']","['selamat', 'tinggal', 'yang', 'tertanggal', 'selamat', 'berkisah', 'yang', 'terkasih', 'selamat', 'rehat', 'yang', 'tertambat', 'dalam', 'doa', 'dan', 'kata', 'kata', 'menyatu', 'dalam', 'jiwa']"
82,AlfrizalEkie,apa kabar teman-teman yang pro jokowi? lambung aman?,9/19/19 11:51,novmhrp,untung bukan aing,9/19/19 12:34,"['apa', 'kabar', 'teman', 'teman', 'yang', 'pro', 'jokowi', 'lambung', 'aman']","['untung', 'bukan', 'aing']"
83,Doriipika,"sudah mo pulang kampung, kasih puas memang pesta di jogja,, karna sampe kmpung jadi anak rumahan ",9/15/19 9:12,Eccooollll,Di kampung nnti main ksini rumah la,9/15/19 11:23,"['sudah', 'mau', 'pulang', 'kampung', 'kasih', 'puas', 'memang', 'pesta', 'di', 'jogja', 'karena', 'sampai', 'kmpung', 'jadi', 'anak', 'rumahan']","['di', 'kampung', 'nanti', 'main', 'kesini', 'rumah', 'lah']"
84,cahyagitaap,"Ngebet dadi selebtwittt po,kabehh kabeh giveaway iphone,kontollll . Mbok giveaway ndasmu kui",9/13/19 8:35,Brodinggg,Marah marah e,9/13/19 10:43,"['ngebet', 'dadi', 'selebtwittt', 'po', 'kabehh', 'kabeh', 'giveaway', 'iphone', 'kontollll', 'mbok', 'giveaway', 'ndasmu', 'kui']","['marah', 'marah', 'e']"
85,NenggPesekk_,"Aku ki kangen mas. PEKAO LO HIHHHH , GEMES AKU . TAK KRUES KRUES TENAN KOK ",9/11/19 7:21,rhenggaaa,nyohh,9/11/19 8:26,"['aku', 'ki', 'kangen', 'mas', 'pekao', 'lo', 'hihhhh', 'gemas', 'aku', 'tak', 'krues', 'krues', 'tenan', 'kok']",['nyohh']
86,belummandipagi,"Pernah ngga sih kalian bertanya-tanya kenapa salat tahajud harus setelah tidur dulu? Secara syariat ya sudah jelas ketentuannya begitu dengan jumlah rakaat begini dan doa yang begitu. Namun, apa filosofinya?",9/9/19 14:23,hafidhmukmin,"Khilafiyah aside, menurutku kalo bangun setelah tidur itu lebih sulit daripada begadang semalam suntuk, jadi lebih terasa pengorbanannya. Memang berat (2:45-46)",9/10/19 11:48,"['pernah', 'enggak', 'sih', 'kalian', 'bertanya', 'tanya', 'kenapa', 'salat', 'tahajud', 'harus', 'setelah', 'tidur', 'dulu', 'secara', 'syariat', 'ya', 'sudah', 'jelas', 'ketentuannya', 'begitu', 'dengan', 'jumlah', 'rakaat', 'begini', 'dan', 'doa', 'yang', 'begitu', 'namun', 'apa', 'filosofinya']","['khilafiyah', 'aside', 'menurutku', 'kalo', 'bangun', 'setelah', 'tidur', 'itu', 'lebih', 'sulit', 'daripada', 'begadang', 'semalam', 'suntuk', 'jadi', 'lebih', 'terasa', 'pengorbanannya', 'memang', 'berat', '2', '45', '46']"
87,marellazainenci,kamu jahat sama aku nggapapa,9/7/19 9:01,adhityawisaka,Kamu jahat tp enak,9/7/19 23:01,"['kamu', 'jahat', 'sama', 'aku', 'nggapapa']","['kamu', 'jahat', 'tapi', 'enak']"
88,bikamaulana,"Makasih twitter, udah di kasih media buat misuh2 haha asu",9/5/19 11:08,rskptm,Ningndi we,9/5/19 11:15,"['terima kasih', 'twitter', 'sudah', 'di', 'kasih', 'media', 'buat', 'misuh2', 'haha', 'asu']","['ningndi', 'we']"
89,Nabiladintaa,"Tolong kak, perginya pamitan yaa :(",9/3/19 9:32,NMWMumtaz,Sedih kalo ngga pamit :(,9/3/19 10:02,"['tolong', 'kak', 'perginya', 'pamitan', 'ya']","['sedih', 'kalo', 'enggak', 'pamit']"
90,TarotkuSolusimu,Bilangin orang laen itu lbh mudah dibanding ngatur pola pikir diri sendiri.,9/1/19 8:42,byxbyss,Suka bener,9/1/19 8:53,"['bilang', 'orang', 'lain', 'itu', 'lebih', 'mudah', 'dibanding', 'mengatur', 'pola', 'pikir', 'diri', 'sendiri']","['suka', 'benar']"
91,andrea_admaja,"Golongan darah kalian apa?Kalo aku ""M""Miskin ",9/27/19 6:46,enaqtauq,P for Punten,9/27/19 7:29,"['golongan', 'darah', 'kalian', 'apa', 'kalo', 'aku', 'sama', 'miskin']","['p', 'for', 'punten']"
92,Novitaalfiantii,Ngalonggg terozzzz,9/29/19 10:33,Andriyanto132,Penak too,9/29/19 12:37,"['ngalonggg', 'terozzzz']","['penak', 'too']"
93,ivonrush1979,Setelah mendapat saran dari kresna sewaktu hendak pamit datanglah utusan dri negara manik imantaka utusan prabu ujungsengara,9/25/19 7:54,ivonrush1979,"Dari sinilah intrik mengalir sepanjang lakon,adegan demi adegan selalu disuguhkan dengan plot yang pas dan bersinambungan",9/25/19 7:58,"['setelah', 'mendapat', 'saran', 'dari', 'kresna', 'sewaktu', 'hendak', 'pamit', 'datanglah', 'utusan', 'dari', 'negara', 'manik', 'imantaka', 'utusan', 'prabu', 'ujungsengara']","['dari', 'sinilah', 'intrik', 'mengalir', 'sepanjang', 'lakon', 'adegan', 'demi', 'adegan', 'selalu', 'disuguhkan', 'dengan', 'plot', 'yang', 'pas', 'dan', 'bersinambungan']"
94,PutriYurinda,Kesel yo kesel tur yo kiro kiro cuk.,9/23/19 10:53,rmdnzl10,"Sampun sampun wayahe tilem, sesok meneh le sambat",9/23/19 11:01,"['kesel', 'yo', 'kesel', 'tur', 'yo', 'kiro', 'kiro', 'cuk']","['sampun', 'sampun', 'wayahe', 'tilem', 'sesok', 'meneh', 'le', 'sambat']"
95,kurakuraturtle,"Kamu _ñtidak sopan_ kepada orang lain ataupun sebaliknya. Jangan marah, bicarakan dengan sebijaknya, karena ada budaya yang dapat merubah pemahaman _ñtidak sopan_.",9/19/19 11:21,albiannk,Mengencingi teman dari belakang misalnya,9/19/19 12:34,"['kamu', 'tidak', 'sopan', 'kepada', 'orang', 'lain', 'ataupun', 'sebaliknya', 'jangan', 'marah', 'bicarakan', 'dengan', 'sebijaknya', 'karena', 'ada', 'budaya', 'yang', 'dapat', 'merubah', 'pemahaman', 'tidak', 'sopan']","['mengencingi', 'teman', 'dari', 'belakang', 'misalnya']"
96,ichafredie,"iya Koh bener, dipotong sebesar 5% dari seluruh pendapatan donasi. kalo transfer donasi dari go-pay, VA, atau kartu kredit juga ada potongan biaya admin di penerima lho.",9/15/19 9:12,aya_ddt,gede amat potongannya... ,9/15/19 11:23,"['iya', 'koh', 'benar', 'dipotong', 'sebesar', '5', 'dari', 'seluruh', 'pendapatan', 'donasi', 'kalo', 'transfer', 'donasi', 'dari', 'go', 'pay', 'va', 'atau', 'kartu', 'kredit', 'juga', 'ada', 'potongan', 'biaya', 'admin', 'di', 'penerima', 'lho']","['gede', 'amat', 'potongannya']"
97,MeitaAde,TERUS BERJUANG SAMPAI LUPA APA ITU RENTA.,9/13/19 8:33,yustianpahlevi,Nggerus ning ati,10/15/19 19:15,"['terus', 'berjuang', 'sampai', 'lupa', 'apa', 'itu', 'renta']","['nggerus', 'ning', 'ati']"
98,TaliUdeng,"Banyak yang bilang, orang baik itu cepet dipanggil Tuhan.. Hayoo sapa yang mau dipanggil Tuhan cepet2 ngacung..!! Biar dianggap orang baik..",9/11/19 7:19,valencia_amara,Kwe mbah,9/11/19 8:26,"['banyak', 'yang', 'bilang', 'orang', 'baik', 'itu', 'cepat', 'dipanggil', 'tuhan', 'hayoo', 'sapa', 'yang', 'mau', 'dipanggil', 'tuhan', 'cepat-cepat', 'ngacung', 'biar', 'dianggap', 'orang', 'baik']","['kwe', 'mbah']"
99,fadianormalita,wawancara ddd : _kamu pengen di design atau dokum?_.  _pengennya design kakk_.  _biasanya kalo design pake apa?_. _canva kak_. _gabisa corel/ai/photoshop gt?_. _engga hehehe_. *menahan diri* *sabar sabar*,9/9/19 11:55,linsiyy,HE INI AKU PAS SMA HAHAHA makanya kuliah ini ogah bgt masuk ddd,9/10/19 11:48,"['wawancara', 'ddd', 'kamu', 'pengin', 'di', 'design', 'atau', 'dokum', 'pengennya', 'design', 'kakak', 'biasanya', 'kalo', 'design', 'pakai', 'apa', 'canva', 'kak', 'enggak bisa', 'corel', 'ai', 'photoshop', 'begitu', 'enggak', 'hehehe', 'menahan', 'diri', 'sabar', 'sabar']","['he', 'ini', 'aku', 'pas', 'sama', 'hahaha', 'makanya', 'kuliah', 'ini', 'ogah', 'banget', 'masuk', 'ddd']"
100,sifaay,"memang benar, tak ada hal yg lebih nikmat drpd rebahan.",9/7/19 8:57,Hamdie19,Penak kelon,9/7/19 23:01,"['memang', 'benar', 'tak', 'ada', 'hal', 'yang', 'lebih', 'nikmat', 'daripada', 'rebahan']","['penak', 'kelon']"
101,usishhhh,"Sumpaa mo block tu cew tpi bukan wee bgt, tpi sakit hati bgt klo gini teruzzz ",9/5/19 10:50,fildamustik,"Misi mba, numpang ketawa Hahaha",9/5/19 11:15,"['sumpaa', 'mau', 'block', 'itu', 'cewek', 'tapi', 'bukan', 'wee', 'banget', 'tapi', 'sakit', 'hati', 'banget', 'kalo', 'begini', 'terus']","['misi', 'mbak', 'numpang', 'ketawa', 'hahaha']"
102,tugiyantougi,"""Mase latian wonten sanggar mriku? ... SMKI kelas pinten mas?"" Bapak gojek ngiranya aing masih sma wkwkk",9/3/19 7:45,Gunartowahid1,Aing artinya opo den??,9/3/19 10:02,"['mase', 'latihan', 'wonten', 'sanggar', 'mriku', 'smki', 'kelas', 'pinten', 'mas', 'bapak', 'gojek', 'ngiranya', 'aing', 'masih', 'sama', 'wkwkk']","['aing', 'artinya', 'opo', 'den']"
103,PungkasB,"Kalau one on one, pager oke. Reflek juga bagus. Cuma kadang penempatan nya yg kurang pas, jadi blunder deh....Saya masih percaya racikan coach aji",9/1/19 8:00,MasB00Y,Setuju mas @PungkasB,9/1/19 8:47,"['kalau', 'one', 'on', 'one', 'pager', 'oke', 'reflek', 'juga', 'bagus', 'cuma', 'kadang', 'penempatan', 'nya', 'yang', 'kurang', 'pas', 'jadi', 'blunder', 'deh', 'saya', 'masih', 'percaya', 'racikan', 'coach', 'aji']","['setuju', 'mas']"
104,Hndkstwn,"Perihal kamu yang telah berbahagia,bagaimana harimu? Aku yakini waktu-waktu yang kau lalui kini diwarnai oleh canda tawa.Perihal kamu yang pernah menjadi tempatku berlabuh,sungguh aku berterimakasih atas segalanya.",9/27/19 6:16,RizkiyawwF,:(:(,9/27/19 7:29,"['perihal', 'kamu', 'yang', 'telah', 'berbahagia', 'bagaimana', 'harimu', 'aku', 'yakini', 'waktu', 'waktu', 'yang', 'kau', 'lalui', 'kini', 'diwarnai', 'oleh', 'canda', 'tawa', 'perihal', 'kamu', 'yang', 'pernah', 'menjadi', 'tempatku', 'berlabuh', 'sungguh', 'aku', 'berterimakasih', 'atas', 'segalanya']",[]
105,fitriacup,Tidak ada yang bisa mengerti kecuali dirimu sendiri ,9/29/19 10:18,ih_benu,Memang iya?,9/29/19 12:37,"['tidak', 'ada', 'yang', 'bisa', 'mengerti', 'kecuali', 'dirimu', 'sendiri']","['memang', 'iya']"
